,name,level,map_seed,quantity,rarity,pack_size,mods,lifeforce_quant,extra_harvest,harvest_additional_monster,harvest_duplicate_monsters,harvest_duplicate_lifeforce,harvest_t4_wilt,harvest_yellow_sextant,harvest_increased_t3,player_iiq,player_iir,delirium,type,plot,favored,t1,t2,t3,t4,t3_name,amount,type_y,normalized
860,MapWorldsDefiledCathedral,83,4021909646,160,84,35,"area has patches of desecrated ground
area is inhabited by demons
48% increased monster movement speed
62% increased monster attack speed
60% increased monster cast speed
unique bosses are possessed
map owner gains 20% more sulphite
160% increased quantity of items found in this area
84% increased rarity of items found in this area
35% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,465,True,14,7,2,0,thornmaw,93.0,wild,43.05555555555555
861,MapWorldsDefiledCathedral,83,4021909646,160,84,35,"area has patches of desecrated ground
area is inhabited by demons
48% increased monster movement speed
62% increased monster attack speed
60% increased monster cast speed
unique bosses are possessed
map owner gains 20% more sulphite
160% increased quantity of items found in this area
84% increased rarity of items found in this area
35% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,465,True,14,7,2,0,thornmaw,114.0,wild,52.77777777777777
862,MapWorldsDefiledCathedral,83,4021909646,160,84,35,"area has patches of desecrated ground
area is inhabited by demons
48% increased monster movement speed
62% increased monster attack speed
60% increased monster cast speed
unique bosses are possessed
map owner gains 20% more sulphite
160% increased quantity of items found in this area
84% increased rarity of items found in this area
35% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,466,True,18,4,1,0,thornmaw,97.0,wild,44.907407407407405
863,MapWorldsDefiledCathedral,83,4021909646,160,84,35,"area has patches of desecrated ground
area is inhabited by demons
48% increased monster movement speed
62% increased monster attack speed
60% increased monster cast speed
unique bosses are possessed
map owner gains 20% more sulphite
160% increased quantity of items found in this area
84% increased rarity of items found in this area
35% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,469,True,13,8,2,0,rhex matriarch,114.0,primal,52.77777777777777
864,MapWorldsDefiledCathedral,83,4021909646,160,84,35,"area has patches of desecrated ground
area is inhabited by demons
48% increased monster movement speed
62% increased monster attack speed
60% increased monster cast speed
unique bosses are possessed
map owner gains 20% more sulphite
160% increased quantity of items found in this area
84% increased rarity of items found in this area
35% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,469,True,13,8,2,0,rhex matriarch,82.0,primal,37.96296296296296
865,MapWorldsDefiledCathedral,83,4021909646,160,84,35,"area has patches of desecrated ground
area is inhabited by demons
48% increased monster movement speed
62% increased monster attack speed
60% increased monster cast speed
unique bosses are possessed
map owner gains 20% more sulphite
160% increased quantity of items found in this area
84% increased rarity of items found in this area
35% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,469,True,13,8,2,0,rhex matriarch,110.0,primal,50.925925925925924
866,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,471,True,18,3,2,0,watcher,93.0,vivid,43.45794392523364
867,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,471,True,18,3,2,0,watcher,83.0,vivid,38.78504672897196
868,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,471,True,18,3,2,0,watcher,93.0,vivid,43.45794392523364
869,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,473,True,16,5,2,0,reborn,89.0,primal,41.58878504672897
870,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,473,True,16,5,2,0,reborn,96.0,primal,44.85981308411215
871,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,473,True,16,5,2,0,reborn,97.0,primal,45.32710280373831
872,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,473,True,16,5,2,0,reborn,36.0,primal,16.822429906542055
873,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,473,True,16,5,2,0,reborn,15.0,primal,7.009345794392523
874,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,475,True,16,6,1,0,watcher,27.0,vivid,12.616822429906541
875,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,475,True,16,6,1,0,watcher,104.0,vivid,48.598130841121495
876,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,476,True,14,8,1,0,crushclaw,84.0,primal,39.25233644859813
877,MapWorldsDefiledCathedral,83,4246711542,156,81,33,"players are cursed with vulnerability
monsters have 112% chance to avoid elemental ailments
monsters deal 174% extra physical damage as cold
monsters deal 164% extra physical damage as lightning
map owner gains 20% more sulphite
156% increased quantity of items found in this area
81% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,476,True,14,8,1,0,crushclaw,47.0,primal,21.962616822429904
878,MapWorldsDefiledCathedral,83,2824089592,146,76,30,"players cannot inflict exposure
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
map owner gains 20% more sulphite
area is inhabited by abominations
players have 48% less armour
players have 64% reduced chance to block
146% increased quantity of items found in this area
76% increased rarity of items found in this area
30% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,479,True,15,6,2,0,whipleg,118.0,vivid,56.459330143540676
879,MapWorldsDefiledCathedral,83,2824089592,146,76,30,"players cannot inflict exposure
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
map owner gains 20% more sulphite
area is inhabited by abominations
players have 48% less armour
players have 64% reduced chance to block
146% increased quantity of items found in this area
76% increased rarity of items found in this area
30% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,479,True,15,6,2,0,whipleg,99.0,vivid,47.36842105263158
